"","Cellulomonas_unclassified","Atopobium_unclassified","Olsenella_umbonata","Olsenella_unclassified","Olegusella_massiliensis","Olegusella_unclassified","Arabia_unclassified","Eggerthella_unclassified","Gordonibacter_unclassified","Anaerorhabdus_unclassified","Bacteroides_caecimuris","Bacteroides_dorei","Bacteroides_faecichinchillae","Bacteroides_paurosaccharolyticus","Bacteroides_unclassified","Bacteroides_uniformis","Bacteroides_vulgatus","Duncaniella_sp._C9","Duncaniella_unclassified","Muribaculum_intestinale","Muribaculum_sp._H5","Muribaculum_sp._TLL-A4","Muribaculum_unclassified","Culturomica_unclassified","Odoribacter_unclassified","Paraprevotella_unclassified","Prevotella_copri","Prevotella_denticola","Prevotella_marshii","Prevotella_scopos","Prevotella_unclassified","Alistipes_sp._Marseille-P5997","Alistipes_unclassified","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_sp._CT06","Parabacteroides_unclassified","Candidatus_Azobacteroides_unclassified","Rufibacter_unclassified","Blattabacterium_sp._[Mastotermes_darwiniensis]","Alicyclobacillus_unclassified","Bacillus_unclassified","Paenibacillus_unclassified","Macrococcus_unclassified","Staphylococcus_unclassified","Enterococcus_unclassified","Christensenella_massiliensis","Christensenella_minuta","Christensenella_timonensis","Butyricicoccus_unclassified","Clostridium_phoceensis","Clostridium_unclassified","Massilioclostridium_unclassified","Clostridiales_unclassified","Eubacterium_coprostanoligenes","Hungateiclostridium_unclassified","Mageeibacillus_unclassified","Pseudobacteroides_unclassified","Pseudoclostridium_unclassified","Ruminiclostridium_unclassified","Thermoclostridium_unclassified","Hungateiclostridiaceae_bacterium_KB18","Butyrivibrio_unclassified","Dorea_unclassified","Lachnoclostridium_unclassified","Niameybacter_unclassified","Oscillibacter_unclassified","Oscillibacter_valericigenes","Anaerotruncus_unclassified","Angelakisella_unclassified","Bittarella_unclassified","Faecalibacterium_unclassified","Fournierella_unclassified","Ruminococcaceae_unclassified","Ruminococcus_unclassified","Ruthenibacterium_unclassified","Monoglobus_unclassified","Allobaculum_stercoricanis","Allobaculum_unclassified","Bulleidia_unclassified","[Clostridium]_cocleatum","Erysipelothrix_unclassified","Faecalibaculum_unclassified","Faecalicoccus_unclassified","Faecalitalea_unclassified","Massiliomicrobiota_unclassified","Turicibacter_sp._H121","Turicibacter_unclassified","Peptoniphilus_unclassified","Urinacoccus_unclassified","Ezakiella_unclassified","Hoeflea_unclassified","Roseospirillum_unclassified","Sphingobium_unclassified","Pelistega_unclassified","Comamonadaceae_unclassified","Curvibacter_unclassified","Turicimonas_muris","Burkholderiales_bacterium_YL45","Aquaspirillum_unclassified","Mailhella_unclassified","Helicobacter_apodemus","Helicobacter_himalayensis","Enterobacteriaceae_unclassified","Escherichia_unclassified","Providencia_unclassified","Proteobacteria_unclassified","Akkermansia_muciniphila","Akkermansia_unclassified","Age","Strain","Genotype"
"X20_BWM_8747_2","0.0305522914","0.015","0.0","0.009463722","0.00000000","0.00000000","0.01980198","0.026490066","0.011235955","0.00000000","0.006651885","0.04545455","0.06666667","0.005149331","0.0054249548","0.000000000","0.002267574","0.0092553639","1.266447e-02","0.0111456713","0.0007993605","0.0118343195","1.350456e-02","0.014814815","0.0039761431","0.0118901189","0.04000000","0.05555556","0.023076923","0.00000000","1.196585e-02","0.003205128","0.0041183649","0.0129768605","0.00498132","0.0019723866","0.0108259824","0.020000000","0.0091272105","0.00000000","0.00000000","0.000000000","0.009259259","0.015625","0.009090909","0.003460208","0.05555556","0.02816901","0.01587302","0.029462738","0.01818182","0.0127754711","0.026936027","0.00390625","0.00000000","0.0151036178","0.014388489","0.036630037","0.0151358789","0.014970060","0.000000000","0.00","0.0186282811","0.004878049","0.010240427","0.007672634","0.0102269893","0.019230769","0.010554090","0.013592233","0.00000000","0.012048193","0.014869888","0.00000000","0.020746888","0.008403361","0.03030303","0.01470588","0.0232809962","0.041666667","0.0003320053","0.012747875","0.0119390696","0.007874016","0.008658009","0.0000000000","0.026499303","0.0167270700","0.00000000","0.04000000","0.00","0.00000000","0.008849558","0.0625","0.0000000","0.050","0.00000000","0.000000000","0.0022045855","0.00000000","0.0000000000","0.012903226","0.01123596","0.00000000","0.000000000","0.000000000","0.00000000","0.0133625411","0.020771513","20 Weeks","B6","WT"
"X20_BWM_8847_1","0.0017626322","0.025","0.0","0.012618297","0.00000000","0.02272727","0.00990099","0.008830022","0.011235955","0.00000000","0.006651885","0.00000000","0.00000000","0.001029866","0.0038387107","0.004587156","0.002267574","0.0075725705","1.626177e-02","0.0189217211","0.0092725819","0.0137028963","1.197675e-02","0.009259259","0.0066269052","0.0202952030","0.00000000","0.00000000","0.023076923","0.00000000","1.828699e-02","0.012820513","0.0064063453","0.0015634772","0.00000000","0.0138067061","0.0032076985","0.006666667","0.0171135197","0.04545455","0.00000000","0.003571429","0.009259259","0.046875","0.007272727","0.008650519","0.05555556","0.00000000","0.00000000","0.074523397","0.00000000","0.0110188438","0.026936027","0.02343750","0.00000000","0.0144011240","0.014388489","0.003663004","0.1097351221","0.002994012","0.043478261","0.00","0.0292125318","0.121951220","0.008904720","0.012787724","0.0159640808","0.000000000","0.005277045","0.007766990","0.00000000","0.032128514","0.011152416","0.00000000","0.006915629","0.025210084","0.02020202","0.00000000","0.0064970222","0.000000000","0.0000000000","0.018413598","0.0292301359","0.047244094","0.036796537","0.0020157226","0.008368201","0.0033454140","0.07692308","0.00000000","0.05","0.00000000","0.008849558","0.0000","0.0000000","0.000","0.00000000","0.045845272","0.0445326279","0.00000000","0.0032664489","0.019354839","0.02247191","0.00000000","0.000000000","0.029411765","0.00000000","0.0000000000","0.000000000","20 Weeks","B6","WT"
"X20_BWM_8847_2","0.0029377203","0.010","0.0","0.009463722","0.00000000","0.04545455","0.00990099","0.006622517","0.011235955","0.00000000","0.008869180","0.00000000","0.00000000","0.004119464","0.0035849116","0.018348624","0.002267574","0.0067311737","1.113685e-02","0.0152928979","0.0089528377","0.0109000311","1.184854e-02","0.022222222","0.0119284294","0.0211152112","0.00000000","0.00000000","0.007692308","0.00000000","2.446818e-02","0.009615385","0.0126601586","0.0011726079","0.00124533","0.0190664037","0.0040096231","0.046666667","0.0074158585","0.00000000","0.00000000","0.007142857","0.018518519","0.031250","0.007272727","0.000000000","0.00000000","0.00000000","0.01587302","0.067590988","0.01818182","0.0145320984","0.033670034","0.03515625","0.00000000","0.0158061117","0.014388489","0.007326007","0.0684554524","0.011976048","0.014492754","0.00","0.0249788315","0.048780488","0.015583259","0.002557545","0.0152157645","0.038461538","0.021108179","0.011650485","0.01449275","0.044176707","0.007434944","0.00000000","0.013831259","0.016806723","0.03030303","0.01470588","0.0036545750","0.011904762","0.0000000000","0.018413598","0.0111156855","0.007874016","0.012987013","0.0034267285","0.009762901","0.0061332590","0.00000000","0.02666667","0.00","0.01851852","0.026548673","0.0000","0.0000000","0.000","0.00000000","0.071633238","0.0427689594","0.00000000","0.0102659823","0.038709677","0.05617978","0.00000000","0.000000000","0.035294118","0.00000000","0.0000000000","0.000000000","20 Weeks","B6","WT"
"X8_AKF_8733_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.002207506","0.003745318","0.00000000","0.006651885","0.00000000","0.00000000","0.003089598","0.0042194093","0.041284404","0.004535147","0.0122002524","8.327995e-03","0.0005184033","0.0140687450","0.0342572407","1.195538e-02","0.035185185","0.0318091451","0.0137351374","0.00000000","0.00000000","0.000000000","0.00000000","8.980220e-03","0.025641026","0.0336333130","0.0011726079","0.00000000","0.0000000000","0.0010024058","0.000000000","0.0188248716","0.00000000","0.00000000","0.021428571","0.000000000","0.000000","0.000000000","0.017301038","0.00000000","0.00000000","0.00000000","0.010398614","0.03636364","0.0100606835","0.006734007","0.01562500","0.00000000","0.0221285564","0.000000000","0.003663004","0.0044719642","0.000000000","0.000000000","0.00","0.0076206605","0.000000000","0.022707035","0.000000000","0.0172112746","0.019230769","0.007915567","0.005825243","0.00000000","0.002008032","0.000000000","0.00000000","0.022130014","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.0112881806","0.026912181","0.0000000000","0.003937008","0.000000000","0.0068534570","0.000000000","0.0066908280","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0093327112","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.002967359","8 Weeks","AJ","KO"
"X8_AKF_8733_2","0.0000000000","0.000","0.0","0.003154574","0.00000000","0.00000000","0.00000000","0.004415011","0.011235955","0.00000000","0.004434590","0.00000000","0.00000000","0.014418126","0.0038069858","0.064220183","0.000000000","0.0164072360","6.948209e-03","0.0007776050","0.0150279776","0.0311429461","1.080151e-02","0.022222222","0.0311464546","0.0098400984","0.00000000","0.00000000","0.000000000","0.08333333","9.260123e-03","0.025641026","0.0319554606","0.0016416510","0.00000000","0.0006574622","0.0040096231","0.006666667","0.0125499144","0.00000000","0.00000000","0.035714286","0.009259259","0.000000","0.001818182","0.025951557","0.00000000","0.00000000","0.00000000","0.001733102","0.01818182","0.0076652827","0.010101010","0.01171875","0.01515152","0.0147523709","0.000000000","0.000000000","0.0034399725","0.002994012","0.014492754","0.00","0.0076206605","0.004878049","0.016028495","0.000000000","0.0157146421","0.019230769","0.007915567","0.009708738","0.00000000","0.000000000","0.000000000","0.00000000","0.019363762","0.000000000","0.01010101","0.00000000","0.0000000000","0.005952381","0.0039840637","0.038243626","0.0000000000","0.000000000","0.002164502","0.0050393066","0.000000000","0.0153331475","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0065328978","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.000000000","8 Weeks","AJ","KO"
"X8_AKF_8738_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.01980198","0.024282561","0.007490637","0.00000000","0.004434590","0.00000000","0.00000000","0.028836251","0.0091367660","0.022935780","0.002267574","0.0025241902","1.931701e-02","0.0222913427","0.0151878497","0.0137028963","1.254300e-02","0.007407407","0.0046388337","0.0147601476","0.00000000","0.00000000","0.000000000","0.00000000","1.303881e-02","0.000000000","0.0048810250","0.0079737336","0.00000000","0.0000000000","0.0078187650","0.000000000","0.0131203651","0.00000000","0.00000000","0.007142857","0.009259259","0.000000","0.001818182","0.015570934","0.00000000","0.00000000","0.00000000","0.003466205","0.01818182","0.0071862025","0.030303030","0.00781250","0.01515152","0.0035124693","0.000000000","0.000000000","0.0006879945","0.005988024","0.000000000","0.00","0.0012701101","0.004878049","0.018254675","0.002557545","0.0084809179","0.000000000","0.026385224","0.001941748","0.00000000","0.000000000","0.007434944","0.00000000","0.022130014","0.000000000","0.02020202","0.01470588","0.0094748240","0.000000000","0.0069721116","0.012747875","0.0074104570","0.011811024","0.008658009","0.0094738964","0.000000000","0.0086423195","0.00000000","0.01333333","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0060662622","0.000000000","0.01123596","0.01369863","0.000000000","0.000000000","0.01666667","0.0000000000","0.000000000","8 Weeks","AJ","KO"
"X8_AKF_8738_2","0.0000000000","0.005","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.011037528","0.007490637","0.00000000","0.004434590","0.04545455","0.00000000","0.022657055","0.0142127471","0.018348624","0.004535147","0.0050483803","2.025329e-02","0.0217729393","0.0135891287","0.0105886017","1.081220e-02","0.020370370","0.0172299536","0.0155801558","0.00000000","0.05555556","0.000000000","0.00000000","1.131274e-02","0.003205128","0.0107535082","0.0132113821","0.00124533","0.0000000000","0.0146351243","0.006666667","0.0159726184","0.00000000","0.00000000","0.007142857","0.000000000","0.015625","0.010909091","0.017301038","0.00000000","0.00000000","0.00000000","0.003466205","0.00000000","0.0079846694","0.030303030","0.01562500","0.00000000","0.0045662100","0.000000000","0.000000000","0.0024079807","0.005988024","0.028985507","0.05","0.0021168501","0.004878049","0.016028495","0.000000000","0.0134696932","0.019230769","0.000000000","0.009708738","0.00000000","0.010040161","0.018587361","0.00000000","0.030428769","0.000000000","0.00000000","0.00000000","0.0028424472","0.000000000","0.0029880478","0.025495751","0.0016467682","0.003937008","0.000000000","0.0036283007","0.000000000","0.0156119320","0.00000000","0.00000000","0.00","0.01851852","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0088660756","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.000000000","8 Weeks","AJ","KO"
"X8_AKF_8802_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.019955654","0.00000000","0.00000000","0.006179197","0.0211604962","0.009174312","0.002267574","0.0058897770","5.322032e-03","0.0007776050","0.0052757794","0.0028028652","4.220176e-03","0.029629630","0.0231941683","0.0164001640","0.00000000","0.00000000","0.000000000","0.08333333","3.288860e-03","0.016025641","0.0410311165","0.0125859912","0.00000000","0.0006574622","0.0106255012","0.000000000","0.0102681118","0.00000000","0.00000000","0.017857143","0.027777778","0.000000","0.001818182","0.017301038","0.00000000","0.00000000","0.00000000","0.012131716","0.01818182","0.0083040562","0.010101010","0.01562500","0.03030303","0.0101861609","0.000000000","0.003663004","0.0013759890","0.002994012","0.000000000","0.00","0.0101608806","0.004878049","0.019590383","0.000000000","0.0102269893","0.009615385","0.026385224","0.009708738","0.01449275","0.010040161","0.007434944","0.00000000","0.017980636","0.000000000","0.00000000","0.00000000","0.0000000000","0.000000000","0.1162018592","0.009915014","0.0008233841","0.000000000","0.032467532","0.0282201169","0.000000000","0.0066908280","0.00000000","0.01333333","0.00","0.01851852","0.008849558","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0004409171","0.00000000","0.0074661689","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.000000000","8 Weeks","AJ","KO"
"X8_AKM_8768_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.000000000","0.018726592","0.00000000","0.161862528","0.04545455","0.00000000","0.027806385","0.0416547698","0.000000000","0.011337868","0.0021034918","3.153797e-03","0.0007776050","0.0030375699","0.0028028652","6.004402e-03","0.011111111","0.0132538105","0.0004100041","0.00000000","0.00000000","0.000000000","0.00000000","8.397089e-04","0.016025641","0.0281421599","0.0055503440","0.00000000","0.0000000000","0.0116279070","0.000000000","0.0245293782","0.00000000","0.00000000","0.003571429","0.000000000","0.015625","0.000000000","0.013840830","0.00000000","0.00000000","0.00000000","0.000000000","0.01818182","0.0079846694","0.000000000","0.00000000","0.00000000","0.0021074816","0.000000000","0.000000000","0.0003439972","0.002994012","0.007246377","0.00","0.0004233700","0.000000000","0.012021371","0.012787724","0.0082314792","0.028846154","0.007915567","0.003883495","0.00000000","0.000000000","0.000000000","0.00000000","0.012448133","0.000000000","0.00000000","0.00000000","0.0000000000","0.005952381","0.1032536521","0.002832861","0.0000000000","0.000000000","0.004329004","0.0723644427","0.000000000","0.0025090605","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0424638357","0.000000000","0.00000000","0.00000000","0.002288330","0.000000000","0.00000000","0.0004381161","0.002967359","8 Weeks","AJ","KO"
"X8_AKM_8768_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.000000000","0.022471910","0.00000000","0.057649667","0.04545455","0.00000000","0.032955716","0.0553916437","0.004587156","0.006802721","0.0016827934","7.194599e-03","0.0015552100","0.0046362910","0.0031142946","7.788628e-03","0.007407407","0.0086149768","0.0002050021","0.00000000","0.00000000","0.000000000","0.00000000","1.866020e-04","0.003205128","0.0191427700","0.0089899937","0.00000000","0.0000000000","0.0090216520","0.000000000","0.0193953223","0.00000000","0.00000000","0.003571429","0.009259259","0.000000","0.000000000","0.013840830","0.00000000","0.00000000","0.00000000","0.005199307","0.07272727","0.0046311083","0.000000000","0.00390625","0.00000000","0.0007024939","0.000000000","0.000000000","0.0003439972","0.000000000","0.000000000","0.00","0.0012701101","0.000000000","0.010240427","0.002557545","0.0097281117","0.038461538","0.002638522","0.005825243","0.00000000","0.000000000","0.000000000","0.00000000","0.009681881","0.000000000","0.01010101","0.00000000","0.0005414185","0.000000000","0.1155378486","0.005665722","0.0000000000","0.000000000","0.004329004","0.0695424310","0.000000000","0.0033454140","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0163322445","0.000000000","0.00000000","0.00000000","0.009153318","0.000000000","0.00000000","0.0000000000","0.000000000","8 Weeks","AJ","KO"
"X8_AKM_8769_1","0.0005875441","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.002207506","0.000000000","0.00000000","0.008869180","0.00000000","0.00000000","0.028836251","0.0134196250","0.000000000","0.002267574","0.0134623475","2.468832e-02","0.0124416796","0.0143884892","0.0121457490","1.206222e-02","0.024074074","0.0145791915","0.0149651497","0.00000000","0.00000000","0.007692308","0.00000000","2.493469e-02","0.009615385","0.0083892617","0.0119606004","0.00000000","0.0000000000","0.0138331997","0.000000000","0.0148317171","0.00000000","0.00000000","0.007142857","0.009259259","0.015625","0.005454545","0.003460208","0.00000000","0.00000000","0.00000000","0.005199307","0.00000000","0.0038326413","0.000000000","0.00390625","0.03030303","0.0017562346","0.000000000","0.000000000","0.0000000000","0.000000000","0.000000000","0.00","0.0008467401","0.004878049","0.002226180","0.010230179","0.0102269893","0.019230769","0.000000000","0.001941748","0.00000000","0.002008032","0.022304833","0.00000000","0.004149378","0.000000000","0.00000000","0.00000000","0.0002707093","0.000000000","0.0000000000","0.011331445","0.0016467682","0.003937008","0.002164502","0.0018141504","0.000000000","0.0008363535","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0074661689","0.000000000","0.00000000","0.00000000","0.002288330","0.000000000","0.01666667","0.0000000000","0.000000000","8 Weeks","AJ","KO"
"X8_AKM_8769_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.011086475","0.04545455","0.00000000","0.005149331","0.0082484693","0.000000000","0.002267574","0.0117795541","1.162963e-02","0.0062208398","0.0126298961","0.0084085955","9.230966e-03","0.020370370","0.0218687873","0.0075850759","0.00000000","0.05555556","0.007692308","0.08333333","1.723736e-02","0.009615385","0.0070164735","0.0113352095","0.00000000","0.0000000000","0.0100240577","0.000000000","0.0102681118","0.00000000","0.00000000","0.000000000","0.000000000","0.000000","0.000000000","0.001730104","0.00000000","0.00000000","0.00000000","0.000000000","0.00000000","0.0047908017","0.003367003","0.00390625","0.00000000","0.0021074816","0.000000000","0.000000000","0.0006879945","0.000000000","0.000000000","0.00","0.0012701101","0.000000000","0.011576135","0.010230179","0.0152157645","0.028846154","0.005277045","0.001941748","0.00000000","0.000000000","0.033457249","0.00000000","0.004149378","0.000000000","0.01010101","0.00000000","0.0001353546","0.000000000","0.0000000000","0.008498584","0.0020584603","0.007874016","0.006493506","0.0016125781","0.000000000","0.0005575690","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0149323378","0.000000000","0.00000000","0.00000000","0.002288330","0.000000000","0.05000000","0.0006571742","0.005934718","8 Weeks","AJ","KO"
"X8_AKM_8771_1","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.01980198","0.000000000","0.000000000","0.00000000","0.055432373","0.00000000","0.06666667","0.010298661","0.0176073094","0.013761468","0.002267574","0.0138830459","9.510669e-03","0.0020736133","0.0075139888","0.0034257241","5.181735e-03","0.009259259","0.0212060968","0.0094300943","0.00000000","0.05555556","0.000000000","0.00000000","6.134540e-03","0.022435897","0.0260067114","0.0121169481","0.00000000","0.0013149244","0.0092221331","0.000000000","0.0057045066","0.00000000","0.00000000","0.003571429","0.000000000","0.000000","0.001818182","0.006920415","0.00000000","0.00000000","0.00000000","0.008665511","0.05454545","0.0105397637","0.000000000","0.00781250","0.00000000","0.0024587285","0.000000000","0.000000000","0.0000000000","0.002994012","0.014492754","0.05","0.0012701101","0.014634146","0.032947462","0.000000000","0.0209528561","0.028846154","0.007915567","0.015533981","0.00000000","0.002008032","0.000000000","0.00000000","0.017980636","0.008403361","0.02020202","0.00000000","0.0000000000","0.000000000","0.0474767596","0.001416431","0.0008233841","0.000000000","0.002164502","0.0485789155","0.000000000","0.0008363535","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0536630891","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0000000000","0.000000000","8 Weeks","AJ","KO"
"X8_AKM_8771_2","0.0000000000","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.017738359","0.00000000","0.00000000","0.008238929","0.0113257828","0.000000000","0.000000000","0.0201935212","9.264278e-03","0.0038880249","0.0105515588","0.0052943008","5.609094e-03","0.009259259","0.0046388337","0.0047150472","0.00000000","0.00000000","0.000000000","0.00000000","1.030976e-02","0.006410256","0.0108297743","0.0097717323","0.00000000","0.0019723866","0.0106255012","0.000000000","0.0028522533","0.00000000","0.00000000","0.000000000","0.000000000","0.000000","0.000000000","0.005190311","0.00000000","0.00000000","0.00000000","0.005199307","0.00000000","0.0015969339","0.000000000","0.00000000","0.00000000","0.0010537408","0.000000000","0.000000000","0.0003439972","0.002994012","0.007246377","0.00","0.0012701101","0.004878049","0.005788068","0.000000000","0.0039910202","0.009615385","0.000000000","0.007766990","0.00000000","0.000000000","0.000000000","0.00000000","0.004149378","0.000000000","0.00000000","0.00000000","0.0001353546","0.000000000","0.1025896414","0.005665722","0.0004116921","0.003937008","0.004329004","0.1308203991","0.000000000","0.0002787845","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0191320579","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0000000000","0.000000000","8 Weeks","AJ","KO"
"X8_AWF_8736_1","0.0000000000","0.020","0.0","0.000000000","0.00000000","0.00000000","0.00990099","0.022075055","0.000000000","0.00000000","0.002217295","0.00000000","0.00000000","0.001029866","0.0029821389","0.004587156","0.000000000","0.0113588557","1.419209e-02","0.0111456713","0.0081534772","0.0127686079","1.272463e-02","0.029629630","0.0198807157","0.0088150882","0.00000000","0.00000000","0.000000000","0.00000000","1.070629e-02","0.032051282","0.0188377059","0.0027360851","0.00000000","0.0000000000","0.0042101043","0.000000000","0.0102681118","0.00000000","0.00000000","0.014285714","0.000000000","0.000000","0.003636364","0.010380623","0.00000000","0.00000000","0.00000000","0.010398614","0.00000000","0.0148514851","0.016835017","0.02343750","0.00000000","0.0151036178","0.000000000","0.000000000","0.0048159615","0.002994012","0.000000000","0.00","0.0118543607","0.000000000","0.021371327","0.012787724","0.0371663757","0.067307692","0.015831135","0.017475728","0.00000000","0.008032129","0.000000000","0.00000000","0.006915629","0.000000000","0.01010101","0.00000000","0.0006767731","0.000000000","0.0033200531","0.009915014","0.0028818444","0.011811024","0.002164502","0.0169320701","0.000000000","0.0058544745","0.00000000","0.00000000","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.025","0.00000000","0.000000000","0.0000000000","0.00000000","0.0354643024","0.000000000","0.00000000","0.00000000","0.002288330","0.000000000","0.00000000","0.0000000000","0.000000000","8 Weeks","AJ","WT"
"X8_AWF_8736_2","0.0000000000","0.010","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.041942605","0.022471910","0.00000000","0.002217295","0.00000000","0.00000000","0.006179197","0.0041242346","0.004587156","0.002267574","0.0134623475","1.724733e-02","0.0127008813","0.0071942446","0.0152600436","1.821620e-02","0.009259259","0.0178926441","0.0041000410","0.00000000","0.00000000","0.000000000","0.00000000","7.930584e-03","0.012820513","0.0102959121","0.0041432145","0.00000000","0.0013149244","0.0028067362","0.000000000","0.0096976612","0.00000000","0.00000000","0.007142857","0.000000000","0.000000","0.001818182","0.005190311","0.00000000","0.00000000","0.00000000","0.006932409","0.00000000","0.0180453529","0.010101010","0.01171875","0.00000000","0.0277485072","0.000000000","0.000000000","0.0082559340","0.008982036","0.036231884","0.00","0.0105842506","0.000000000","0.028049866","0.007672634","0.0222000499","0.019230769","0.015831135","0.013592233","0.00000000","0.000000000","0.014869888","0.00000000","0.006915629","0.000000000","0.01010101","0.00000000","0.0027070926","0.000000000","0.0073041169","0.022662890","0.0325236723","0.043307087","0.032467532","0.0413223140","0.000000000","0.0050181210","0.00000000","0.01333333","0.00","0.00000000","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0107326178","0.000000000","0.00000000","0.00000000","0.000000000","0.000000000","0.00000000","0.0002190581","0.000000000","8 Weeks","AJ","WT"
"X8_AWF_8797_1","0.0011750881","0.000","0.0","0.000000000","0.00000000","0.00000000","0.00000000","0.004415011","0.000000000","0.00000000","0.002217295","0.00000000","0.00000000","0.013388260","0.0106595603","0.073394495","0.004535147","0.0151451409","7.736658e-03","0.0059616382","0.0239808153","0.0180629088","9.893374e-03","0.016666667","0.0291583830","0.0045100451","0.00000000","0.00000000","0.000000000","0.08333333","2.962306e-02","0.032051282","0.0249389872","0.0088336460","0.00000000","0.0000000000","0.0094226143","0.000000000","0.0211066743","0.00000000","0.00000000","0.003571429","0.000000000","0.015625","0.003636364","0.019031142","0.00000000","0.00000000","0.00000000","0.017331023","0.00000000","0.0113382306","0.013468013","0.02734375","0.00000000","0.0129961363","0.000000000","0.000000000","0.0058479532","0.005988024","0.014492754","0.00","0.0131244708","0.009756098","0.023152271","0.000000000","0.0254427538","0.028846154","0.015831135","0.009708738","0.01449275","0.014056225","0.003717472","0.05714286","0.008298755","0.000000000","0.00000000","0.00000000","0.0002707093","0.005952381","0.0056440903","0.011331445","0.0004116921","0.000000000","0.008658009","0.0124974803","0.000000000","0.0008363535","0.00000000","0.02666667","0.00","0.01851852","0.000000000","0.0000","0.0000000","0.000","0.00000000","0.000000000","0.0000000000","0.00000000","0.0041997200","0.006451613","0.00000000","0.00000000","0.000000000","0.005882353","0.00000000","0.0000000000","0.000000000","8 Weeks","AJ","WT"
