Order,Sample,count,Age,Strain,Phenotype,Sex,Class
Neisseriales,AK8,0,8 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK9,0,8 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK10,0,8 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK11,0.166666667,8 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AW1,0,8 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW2,0,8 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW3,0,8 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW4,0,8 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW5,0,8 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW6,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW7,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW8,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW9,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW10,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW11,0,8 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,BK1,0,8 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK2,0,8 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK3,0.055555556,8 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK4,0,8 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK5,0,8 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK6,0,8 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK7,0,8 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK8,0,8 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK9,0,8 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK10,0,8 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK11,0,8 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BW1,0,8 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW2,0,8 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW3,0,8 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW4,0,8 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW5,0,8 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW6,0,8 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW7,0.166666667,8 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW8,0,8 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW9,0,8 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW10,0,8 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW11,0,8 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,AK1,0,20 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK2,0,20 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK3,0,20 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK4,0,20 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK5,0,20 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK6,0,20 Weeks,AJ,KO,F,Betaproteobacteria
Neisseriales,AK7,0,20 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK8,0,20 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK9,0,20 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK10,0,20 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK11,0,20 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AK12,0,20 Weeks,AJ,KO,M,Betaproteobacteria
Neisseriales,AW1,0,20 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW2,0,20 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW3,0,20 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW4,0,20 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW5,0,20 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW6,0,20 Weeks,AJ,WT,F,Betaproteobacteria
Neisseriales,AW7,0,20 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW8,0,20 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW9,0,20 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW10,0,20 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW11,0,20 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,AW12,0,20 Weeks,AJ,WT,M,Betaproteobacteria
Neisseriales,BK1,0.111111111,20 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK2,0,20 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK3,0,20 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK4,0,20 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK5,0,20 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK6,0,20 Weeks,B6,KO,F,Betaproteobacteria
Neisseriales,BK7,0,20 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK8,0,20 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK9,0,20 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK10,0,20 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK11,0,20 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BK12,0,20 Weeks,B6,KO,M,Betaproteobacteria
Neisseriales,BW1,0.055555556,20 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW2,0,20 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW3,0,20 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW4,0.111111111,20 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW5,0,20 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW6,0.055555556,20 Weeks,B6,WT,F,Betaproteobacteria
Neisseriales,BW7,0,20 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW8,0,20 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW9,0,20 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW10,0,20 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW11,0,20 Weeks,B6,WT,M,Betaproteobacteria
Neisseriales,BW12,0,20 Weeks,B6,WT,M,Betaproteobacteria
Desulfovibrionales,AK1,0.004195804,8 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK2,0.004895105,8 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK3,0.016783217,8 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK4,0.002097902,8 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK5,0.005594406,8 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK6,0.009090909,8 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK7,0.026573427,8 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK8,0.023076923,8 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK9,0.069230769,8 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK10,0.02027972,8 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK11,0.013986014,8 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AW1,0.04965035,8 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW2,0.01048951,8 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW3,0.004895105,8 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW4,0.011188811,8 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW5,0.020979021,8 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW6,0.021678322,8 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW7,0.008391608,8 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW8,0.001398601,8 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW9,0.004895105,8 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW10,0.008391608,8 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW11,0.008391608,8 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,BK1,0.002797203,8 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK2,0.002797203,8 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK3,0.013986014,8 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK4,0.014685315,8 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK5,0.011188811,8 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK6,0.048951049,8 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK7,0.002797203,8 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK8,0.003496503,8 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK9,0.004895105,8 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK10,0.004195804,8 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK11,0,8 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BW1,0.001398601,8 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW2,0.008391608,8 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW3,0.002797203,8 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW4,0.002097902,8 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW5,0.002097902,8 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW6,0.000699301,8 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW7,0.003496503,8 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW8,0.004895105,8 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW9,0.016783217,8 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW10,0.006993007,8 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW11,0.004195804,8 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,AK1,0,20 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK2,0.002097902,20 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK3,0.004195804,20 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK4,0.008391608,20 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK5,0.013986014,20 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK6,0.005594406,20 Weeks,AJ,KO,F,Deltaproteobacteria
Desulfovibrionales,AK7,0.003496503,20 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK8,0.006293706,20 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK9,0.004195804,20 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK10,0.041958042,20 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK11,0.00979021,20 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AK12,0.003496503,20 Weeks,AJ,KO,M,Deltaproteobacteria
Desulfovibrionales,AW1,0.00979021,20 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW2,0.043356643,20 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW3,0.014685315,20 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW4,0.044055944,20 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW5,0.012587413,20 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW6,0.001398601,20 Weeks,AJ,WT,F,Deltaproteobacteria
Desulfovibrionales,AW7,0.002097902,20 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW8,0.000699301,20 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW9,0,20 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW10,0.000699301,20 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW11,0.041258741,20 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,AW12,0.024475524,20 Weeks,AJ,WT,M,Deltaproteobacteria
Desulfovibrionales,BK1,0.00979021,20 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK2,0.016083916,20 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK3,0,20 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK4,0.002097902,20 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK5,0.002097902,20 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK6,0.001398601,20 Weeks,B6,KO,F,Deltaproteobacteria
Desulfovibrionales,BK7,0.004895105,20 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK8,0.002797203,20 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK9,0.002097902,20 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK10,0.023076923,20 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK11,0,20 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BK12,0.004895105,20 Weeks,B6,KO,M,Deltaproteobacteria
Desulfovibrionales,BW1,0.002097902,20 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW2,0.002097902,20 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW3,0.004195804,20 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW4,0,20 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW5,0.000699301,20 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW6,0.001398601,20 Weeks,B6,WT,F,Deltaproteobacteria
Desulfovibrionales,BW7,0.020979021,20 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW8,0.03006993,20 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW9,0.002797203,20 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW10,0.002097902,20 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW11,0.01048951,20 Weeks,B6,WT,M,Deltaproteobacteria
Desulfovibrionales,BW12,0.045454545,20 Weeks,B6,WT,M,Deltaproteobacteria
Campylobacterales,AK1,0,8 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK2,0.000357207,8 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK3,0.000357207,8 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK4,0,8 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK5,0.007858546,8 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK6,0.014109662,8 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK7,0.000178603,8 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK8,0.000357207,8 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK9,0.00375067,8 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK10,0.011252009,8 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK11,0.00214324,8 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AW1,0.005179496,8 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW2,0.017503126,8 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW3,0.00053581,8 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW4,0.005715306,8 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW5,0.011252009,8 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW6,0.013038043,8 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW7,0.009823183,8 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW8,0.00214324,8 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW9,0.008394356,8 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW10,0.00214324,8 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW11,0.002857653,8 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,BK1,0.000357207,8 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK2,0.000178603,8 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK3,0.008930166,8 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK4,0.005000893,8 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK5,0.003036256,8 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK6,0.00589391,8 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK7,0.005179496,8 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK8,0.003036256,8 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK9,0.001428827,8 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK10,0.00267905,8 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK11,0.00482229,8 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BW1,0.00428648,8 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW2,0.001250223,8 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW3,0.000893017,8 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW4,0.019110555,8 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW5,0.029290945,8 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW6,0.003929273,8 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW7,0.004643686,8 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW8,0.00107162,8 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW9,0.004465083,8 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW10,0.00107162,8 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW11,0.00267905,8 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,AK1,0.008930166,20 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK2,0.001964637,20 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK3,0.00321486,20 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK4,0.006251116,20 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK5,0.036435078,20 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK6,0.021432399,20 Weeks,AJ,KO,F,Epsilonproteobacteria
Campylobacterales,AK7,0.001786033,20 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK8,0.001428827,20 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK9,0.106090373,20 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK10,0.003393463,20 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK11,0.005179496,20 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AK12,0.000714413,20 Weeks,AJ,KO,M,Epsilonproteobacteria
Campylobacterales,AW1,0.004107876,20 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW2,0.012502233,20 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW3,0.007858546,20 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW4,0.00267905,20 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW5,0.00214324,20 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW6,0.007858546,20 Weeks,AJ,WT,F,Epsilonproteobacteria
Campylobacterales,AW7,0.011430613,20 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW8,0.009465976,20 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW9,0.009465976,20 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW10,0.006786926,20 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW11,0.045008037,20 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,AW12,0.040007144,20 Weeks,AJ,WT,M,Epsilonproteobacteria
Campylobacterales,BK1,0.009644579,20 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK2,0.005000893,20 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK3,0.017503126,20 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK4,0.003393463,20 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK5,0.003929273,20 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK6,0.004465083,20 Weeks,B6,KO,F,Epsilonproteobacteria
Campylobacterales,BK7,0.010894803,20 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK8,0.00160743,20 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK9,0.003393463,20 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK10,0.000357207,20 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK11,0,20 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BK12,0.007144133,20 Weeks,B6,KO,M,Epsilonproteobacteria
Campylobacterales,BW1,0.012859439,20 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW2,0.004643686,20 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW3,0.009465976,20 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW4,0.009823183,20 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW5,0.002857653,20 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW6,0.002500447,20 Weeks,B6,WT,F,Epsilonproteobacteria
Campylobacterales,BW7,0.072691552,20 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW8,0.035363458,20 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW9,0.00107162,20 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW10,0.00267905,20 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW11,0.1559207,20 Weeks,B6,WT,M,Epsilonproteobacteria
Campylobacterales,BW12,0.034470441,20 Weeks,B6,WT,M,Epsilonproteobacteria
Enterobacterales,AK1,0.007751938,8 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK2,0.012995896,8 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK3,0.072959416,8 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK4,0.095759234,8 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK5,0.000911993,8 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK6,0.000455996,8 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK7,0.205426357,8 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK8,0.267669859,8 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK9,0.028271774,8 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK10,0.020747834,8 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK11,0.107615139,8 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AW1,0.167122663,8 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW2,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW3,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW4,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW5,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW6,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW7,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW8,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW9,0.000227998,8 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW10,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW11,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,BK1,0.000227998,8 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK2,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK3,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK4,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK5,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK6,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK7,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK8,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK9,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK10,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK11,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BW1,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW2,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW3,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW4,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW5,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW6,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW7,0.000227998,8 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW8,0.000227998,8 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW9,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW10,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW11,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,AK1,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK2,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK3,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK4,0.000227998,20 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK5,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK6,0.000455996,20 Weeks,AJ,KO,F,Gammaproteobacteria
Enterobacterales,AK7,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK8,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK9,0.000911993,20 Weeks,AJ,KO,M,Gammaproteobacteria
